date,market,heat_distance_bucket,allocated_visitor_count,n_brands
2020-01-01,Dallas,0-1km,84.5,1
2020-01-01,Dallas,1-2km,1640.0,2
2020-01-01,Dallas,2-3km,594.5,2
2020-01-01,Dallas,3-5km,510.0,1
2020-01-01,Houston,0-1km,594.5,2
2020-01-01,Houston,1-2km,679.0,2
2020-01-01,Houston,2-3km,1471.0,1
2020-01-01,Houston,3-5km,145.0,1
2020-01-01,Houston,5km+,84.5,1
2020-01-02,Dallas,0-1km,4796.1,4
2020-01-02,Dallas,1-2km,1201.9,2
2020-01-02,Houston,0-1km,3133.0,2
2020-01-02,Houston,2-3km,618.0,1
2020-01-02,Houston,3-5km,1730.0,2
2020-01-02,Houston,5km+,2656.0,2
2020-01-03,Dallas,0-1km,3112.5,1
2020-01-03,Dallas,1-2km,3112.5,1
2020-01-03,Houston,0-1km,4668.75,1
2020-01-03,Houston,5km+,1556.25,1
2020-01-04,Dallas,0-1km,7192.5,4
2020-01-04,Dallas,1-2km,2682.5,3
2020-01-04,Dallas,2-3km,447.0,1
2020-01-04,Houston,0-1km,2490.245454545455,3
2020-01-04,Houston,1-2km,1750.3090909090909,3
2020-01-04,Houston,2-3km,527.2727272727273,1
2020-01-04,Houston,3-5km,616.6727272727272,2
2020-01-04,Houston,5km+,2037.5,2
2020-01-05,Dallas,0-1km,1947.5,1
2020-01-05,Dallas,1-2km,1947.5,1
2020-01-05,Houston,0-1km,3138.25,2
2020-01-05,Houston,1-2km,217.0,1
2020-01-05,Houston,2-3km,217.0,1
2020-01-05,Houston,5km+,973.75,1
2020-01-06,Dallas,0-1km,2132.5,2
2020-01-06,Dallas,1-2km,1325.5,2
2020-01-06,Houston,0-1km,1210.5,1
2020-01-06,Houston,5km+,1210.5,1
2020-01-07,Houston,0-1km,1931.6,2
2020-01-07,Houston,1-2km,293.2,1
2020-01-07,Houston,3-5km,293.2,1
2020-01-08,Dallas,0-1km,2239.333333333333,3
2020-01-08,Dallas,1-2km,1107.6666666666665,2
2020-01-08,Houston,0-1km,1579.2,3
2020-01-08,Houston,1-2km,543.6,2
2020-01-08,Houston,3-5km,281.0,1
2020-01-08,Houston,5km+,1579.2,3
2020-01-09,Dallas,0-1km,1245.5,2
2020-01-09,Dallas,1-2km,2232.0,1
2020-01-09,Dallas,2-3km,3730.5,3
2020-01-09,Dallas,3-5km,1546.0,1
2020-01-09,Houston,0-1km,3768.3,4
2020-01-09,Houston,1-2km,1546.0,1
2020-01-09,Houston,2-3km,868.0,1
2020-01-09,Houston,3-5km,1809.95,3
2020-01-09,Houston,5km+,761.75,2
2020-01-10,Dallas,2-3km,3046.0,1
2020-01-10,Houston,1-2km,3046.0,1
2020-01-11,Dallas,0-1km,152.0,1
2020-01-11,Dallas,1-2km,304.0,1
2020-01-11,Dallas,2-3km,4741.0,2
2020-01-11,Houston,0-1km,5040.666666666667,3
2020-01-11,Houston,1-2km,603.6666666666667,2
2020-01-11,Houston,5km+,451.6666666666667,2
2020-01-12,Dallas,0-1km,47.5,1
2020-01-12,Dallas,1-2km,963.5,2
2020-01-12,Houston,1-2km,1011.0,2
2020-01-12,Houston,3-5km,291.0,1
2020-01-13,Dallas,0-1km,8449.833333333334,3
2020-01-13,Dallas,1-2km,227.83333333333334,2
2020-01-13,Dallas,2-3km,153.33333333333334,1
2020-01-13,Houston,0-1km,153.33333333333334,1
2020-01-13,Houston,1-2km,153.33333333333334,1
2020-01-13,Houston,5km+,153.33333333333334,1
2020-01-14,Dallas,0-1km,750.75,2
2020-01-14,Dallas,1-2km,333.0,1
2020-01-14,Dallas,2-3km,361.25,2
2020-01-14,Houston,0-1km,5936.5,2
2020-01-14,Houston,1-2km,333.0,1
2020-01-14,Houston,5km+,166.5,1
2020-01-15,Dallas,0-1km,1163.3333333333333,3
2020-01-15,Dallas,1-2km,745.3333333333333,2
2020-01-15,Dallas,2-3km,366.3333333333333,1
2020-01-15,Houston,0-1km,1420.0333333333333,3
2020-01-15,Houston,1-2km,1202.6833333333334,4
2020-01-15,Houston,2-3km,483.75,2
2020-01-15,Houston,5km+,870.5333333333333,2
2020-01-16,Dallas,0-1km,367.66666666666663,2
2020-01-16,Dallas,1-2km,172.66666666666666,1
2020-01-16,Dallas,2-3km,172.66666666666666,1
2020-01-16,Houston,0-1km,172.66666666666666,1
2020-01-16,Houston,1-2km,270.16666666666663,2
2020-01-16,Houston,2-3km,97.5,1
2020-01-16,Houston,5km+,172.66666666666666,1
2020-01-17,Dallas,0-1km,2880.8,2
2020-01-17,Dallas,1-2km,346.2,1
2020-01-17,Houston,0-1km,865.5,1
2020-01-17,Houston,1-2km,748.0,1
2020-01-17,Houston,2-3km,1180.75,2
2020-01-17,Houston,3-5km,585.0,1
2020-01-17,Houston,5km+,432.75,1
2020-01-18,Dallas,0-1km,734.0,1
2020-01-18,Houston,0-1km,113.4,1
2020-01-18,Houston,1-2km,593.8,2
2020-01-18,Houston,2-3km,367.0,1
2020-01-18,Houston,3-5km,977.8,2
2020-01-20,Dallas,0-1km,326.33333333333337,2
2020-01-20,Dallas,1-2km,478.33333333333337,2
2020-01-20,Dallas,2-3km,326.33333333333337,2
2020-01-20,Houston,0-1km,2620.3333333333335,4
2020-01-20,Houston,1-2km,304.0,1
2020-01-20,Houston,3-5km,858.3333333333334,2
2020-01-20,Houston,5km+,326.33333333333337,2
2020-01-21,Dallas,0-1km,2434.1130952380954,4
2020-01-21,Dallas,1-2km,2961.8869047619046,4
2020-01-21,Houston,0-1km,1908.878787878788,3
2020-01-21,Houston,1-2km,175.9090909090909,1
2020-01-21,Houston,2-3km,874.6060606060606,2
2020-01-21,Houston,3-5km,495.93939393939394,2
2020-01-21,Houston,5km+,1295.6666666666667,2
2020-01-22,Dallas,0-1km,1157.8333333333335,2
2020-01-22,Dallas,1-2km,1983.1666666666667,2
2020-01-22,Houston,0-1km,1152.6666666666667,3
2020-01-22,Houston,1-2km,1845.0,3
2020-01-22,Houston,2-3km,61.333333333333336,1
2020-01-22,Houston,3-5km,349.0,1
2020-01-22,Houston,5km+,266.0,1
2020-01-24,Dallas,0-1km,50.0,1
2020-01-24,Dallas,1-2km,233.0,2
2020-01-24,Dallas,2-3km,50.0,1
2020-01-24,Houston,0-1km,370.4,3
2020-01-24,Houston,1-2km,340.8,1
2020-01-24,Houston,3-5km,390.8,2
2020-01-24,Houston,5km+,50.0,1
2020-01-25,Dallas,0-1km,5701.166666666667,3
2020-01-25,Dallas,1-2km,3282.1666666666665,2
2020-01-25,Dallas,2-3km,209.66666666666666,1
2020-01-25,Houston,0-1km,4818.416666666667,2
2020-01-25,Houston,1-2km,1419.1666666666667,2
2020-01-25,Houston,2-3km,1209.5,1
2020-01-25,Houston,3-5km,251.0,1
2020-01-25,Houston,5km+,7277.916666666667,3
2020-01-26,Dallas,0-1km,3230.833333333333,3
2020-01-26,Dallas,1-2km,681.6666666666666,1
2020-01-26,Dallas,2-3km,1414.5,2
2020-01-26,Houston,0-1km,3202.0666666666666,3
2020-01-26,Houston,1-2km,206.66666666666666,1
2020-01-26,Houston,2-3km,206.66666666666666,1
2020-01-26,Houston,3-5km,1425.6,1
2020-01-27,Dallas,0-1km,640.5,1
2020-01-27,Dallas,1-2km,640.5,1
2020-01-27,Houston,0-1km,91.33333333333333,1
2020-01-27,Houston,1-2km,391.3333333333333,2
2020-01-27,Houston,5km+,91.33333333333333,1
2020-01-28,Dallas,2-3km,933.0,1
2020-01-28,Houston,0-1km,631.8333333333334,2
2020-01-28,Houston,1-2km,165.33333333333334,1
2020-01-28,Houston,3-5km,233.25,1
2020-01-28,Houston,5km+,398.58333333333337,2
2020-01-29,Dallas,0-1km,851.5,1
2020-01-29,Dallas,1-2km,851.5,1
2020-01-29,Dallas,2-3km,1592.0,3
2020-01-29,Dallas,3-5km,747.0,1
2020-01-29,Houston,0-1km,2093.866666666667,5
2020-01-29,Houston,1-2km,1351.2666666666667,4
2020-01-29,Houston,2-3km,222.66666666666666,2
2020-01-29,Houston,3-5km,121.0,1
2020-01-29,Houston,5km+,681.2,1
2020-01-30,Dallas,0-1km,2801.0,2
2020-01-30,Dallas,1-2km,1049.0,1
2020-01-30,Houston,0-1km,1573.5,1
2020-01-30,Houston,1-2km,351.5,1
2020-01-30,Houston,2-3km,351.5,1
2020-01-30,Houston,5km+,1573.5,1
2020-01-31,Dallas,0-1km,15453.857142857143,3
2020-01-31,Dallas,1-2km,1348.142857142857,2
2020-01-31,Houston,0-1km,745.8666666666667,2
2020-01-31,Houston,1-2km,215.6,1
2020-01-31,Houston,2-3km,314.6666666666667,1
2020-01-31,Houston,3-5km,157.33333333333334,1
2020-01-31,Houston,5km+,588.5333333333333,2
2020-02-01,Dallas,0-1km,208.0,1
2020-02-01,Dallas,1-2km,1248.0,1
2020-02-01,Houston,0-1km,855.0,2
2020-02-01,Houston,1-2km,369.6666666666667,1
2020-02-01,Houston,2-3km,855.0,2
2020-02-01,Houston,3-5km,617.6666666666666,2
2020-02-01,Houston,5km+,242.66666666666666,1
2020-02-02,Dallas,0-1km,2059.0,1
2020-02-02,Houston,0-1km,2297.0,1
2020-02-02,Houston,2-3km,3367.5,2
2020-02-02,Houston,3-5km,1029.5,1
2020-02-03,Dallas,0-1km,2432.8,1
2020-02-03,Dallas,1-2km,608.2,1
2020-02-03,Houston,0-1km,1599.8333333333333,2
2020-02-03,Houston,1-2km,79.33333333333333,1
2020-02-03,Houston,2-3km,839.5833333333334,2
2020-02-03,Houston,5km+,760.25,1
2020-02-04,Dallas,0-1km,1276.3333333333335,2
2020-02-04,Dallas,1-2km,1286.6666666666667,1
2020-02-04,Dallas,2-3km,633.0,1
2020-02-04,Houston,0-1km,1149.7333333333333,2
2020-02-04,Houston,1-2km,1286.6666666666667,1
2020-02-04,Houston,3-5km,759.6,1
2020-02-06,Dallas,0-1km,1144.7142857142858,2
2020-02-06,Dallas,1-2km,2116.285714285714,1
2020-02-06,Houston,0-1km,1225.0,2
2020-02-06,Houston,1-2km,798.0,2
2020-02-06,Houston,2-3km,1219.0,2
2020-02-06,Houston,3-5km,750.5,2
2020-02-06,Houston,5km+,813.5,2
2020-02-07,Dallas,0-1km,1160.2857142857142,2
2020-02-07,Dallas,1-2km,3751.714285714286,1
2020-02-07,Dallas,2-3km,2441.0,1
2020-02-07,Houston,0-1km,1810.6666666666667,2
2020-02-07,Houston,1-2km,3060.166666666667,3
2020-02-07,Houston,2-3km,1726.5,2
2020-02-07,Houston,3-5km,1081.1666666666667,2
2020-02-07,Houston,5km+,729.5,1
2020-02-08,Dallas,0-1km,1835.0,2
2020-02-08,Dallas,1-2km,2362.0,1
2020-02-08,Houston,0-1km,1181.0,1
2020-02-08,Houston,1-2km,2689.0,2
2020-02-08,Houston,2-3km,327.0,1
2020-02-08,Houston,3-5km,521.0,1
2020-02-09,Dallas,0-1km,598.5,2
2020-02-09,Dallas,1-2km,2535.5,2
2020-02-09,Dallas,2-3km,1740.0,1
2020-02-09,Houston,0-1km,9225.0,1
2020-02-09,Houston,1-2km,411.0,2
2020-02-09,Houston,2-3km,2723.0,2
2020-02-11,Dallas,0-1km,2470.75,3
2020-02-11,Dallas,1-2km,720.0,1
2020-02-11,Dallas,2-3km,588.25,2
2020-02-11,Houston,0-1km,1511.9333333333334,3
2020-02-11,Houston,1-2km,138.33333333333334,1
2020-02-11,Houston,3-5km,440.4,1
2020-02-11,Houston,5km+,1218.3333333333333,2
2020-02-13,Dallas,0-1km,3673.0,5
2020-02-13,Dallas,1-2km,1965.25,4
2020-02-13,Dallas,2-3km,684.75,2
2020-02-13,Houston,0-1km,1814.1818181818182,3
2020-02-13,Houston,1-2km,1648.6363636363635,4
2020-02-13,Houston,2-3km,105.0909090909091,1
2020-02-13,Houston,3-5km,105.0909090909091,1
2020-02-13,Houston,5km+,932.0,2
2020-02-14,Dallas,0-1km,2425.0,2
2020-02-14,Dallas,2-3km,4327.0,3
2020-02-14,Dallas,3-5km,1562.0,1
2020-02-14,Houston,0-1km,15481.0,2
2020-02-14,Houston,1-2km,2521.5,2
2020-02-14,Houston,2-3km,3218.5,2
2020-02-14,Houston,3-5km,332.0,1
2020-02-16,Dallas,0-1km,3863.75,5
2020-02-16,Dallas,1-2km,456.25,2
2020-02-16,Dallas,2-3km,2120.5,2
2020-02-16,Dallas,3-5km,942.5,1
2020-02-16,Houston,0-1km,2735.3545454545456,4
2020-02-16,Houston,1-2km,2705.590909090909,4
2020-02-16,Houston,2-3km,388.72727272727275,2
2020-02-16,Houston,3-5km,1546.3272727272727,2
2020-02-16,Houston,5km+,585.0,1
2020-02-17,Dallas,0-1km,1572.6,2
2020-02-17,Dallas,1-2km,617.4,2
2020-02-17,Dallas,2-3km,804.0,2
2020-02-17,Houston,0-1km,1398.0,3
2020-02-17,Houston,1-2km,400.0,2
2020-02-17,Houston,2-3km,398.0,1
2020-02-17,Houston,3-5km,485.0,2
2020-02-17,Houston,5km+,2340.0,3
2020-02-18,Dallas,0-1km,139.0,1
2020-02-18,Dallas,1-2km,281.0,2
2020-02-18,Houston,2-3km,972.0,1
2020-02-19,Dallas,0-1km,1207.3333333333333,1
2020-02-19,Dallas,1-2km,603.6666666666666,1
2020-02-19,Houston,0-1km,905.5,1
2020-02-19,Houston,5km+,905.5,1
2020-02-20,Dallas,0-1km,2792.4,2
2020-02-20,Dallas,1-2km,585.6,1
2020-02-20,Dallas,2-3km,1816.0,1
2020-02-20,Houston,0-1km,2372.0,2
2020-02-20,Houston,1-2km,595.0,2
2020-02-20,Houston,2-3km,957.0,2
2020-02-20,Houston,3-5km,454.0,1
2020-02-20,Houston,5km+,1186.0,2
2020-02-21,Dallas,2-3km,1648.0,2
2020-02-21,Houston,0-1km,843.8333333333334,2
2020-02-21,Houston,2-3km,39.666666666666664,1
2020-02-21,Houston,3-5km,382.25,1
2020-02-21,Houston,5km+,382.25,1
2020-02-22,Dallas,0-1km,2317.333333333333,3
2020-02-22,Dallas,1-2km,52.333333333333336,1
2020-02-22,Dallas,2-3km,3512.333333333333,3
2020-02-22,Houston,0-1km,3600.4333333333334,5
2020-02-22,Houston,1-2km,301.5,1
2020-02-22,Houston,3-5km,2395.7333333333336,3
2020-02-22,Houston,5km+,52.333333333333336,1
2020-02-23,Dallas,0-1km,1567.5,2
2020-02-23,Dallas,1-2km,712.5,2
2020-02-23,Houston,0-1km,2542.5454545454545,2
2020-02-23,Houston,1-2km,310.90909090909093,1
2020-02-23,Houston,2-3km,207.27272727272728,1
2020-02-23,Houston,3-5km,207.27272727272728,1
2020-02-24,Dallas,0-1km,807.3333333333334,2
2020-02-24,Dallas,1-2km,161.33333333333334,1
2020-02-24,Dallas,2-3km,1559.3333333333333,2
2020-02-24,Dallas,3-5km,1398.0,1
2020-02-24,Houston,0-1km,1685.3333333333333,3
2020-02-24,Houston,1-2km,2008.3333333333333,4
2020-02-24,Houston,2-3km,1913.0,2
2020-02-24,Houston,5km+,287.33333333333337,2
2020-02-25,Dallas,0-1km,1694.5,3
2020-02-25,Dallas,1-2km,535.5,1
2020-02-25,Dallas,2-3km,762.0,1
2020-02-25,Houston,0-1km,428.4,1
2020-02-25,Houston,1-2km,412.7,2
2020-02-25,Houston,2-3km,1722.5,2
2020-02-25,Houston,5km+,428.4,1
2020-02-28,Dallas,0-1km,5135.0,3
2020-02-28,Dallas,1-2km,4026.0,3
2020-02-28,Dallas,2-3km,2496.0,1
2020-02-28,Dallas,3-5km,2496.0,1
2020-02-28,Houston,0-1km,8431.5,3
2020-02-28,Houston,1-2km,3674.0,2
2020-02-28,Houston,5km+,2047.5,2
2020-02-29,Dallas,0-1km,32.5,1
2020-02-29,Dallas,1-2km,32.5,1
2020-02-29,Houston,1-2km,65.0,1
2020-03-01,Houston,0-1km,83.2,1
2020-03-01,Houston,1-2km,2145.4,2
2020-03-01,Houston,3-5km,166.4,1
2020-03-02,Dallas,0-1km,1170.25,2
2020-03-02,Dallas,1-2km,1291.5,2
2020-03-02,Dallas,2-3km,121.25,1
2020-03-02,Houston,0-1km,1170.25,2
2020-03-02,Houston,1-2km,767.0,2
2020-03-02,Houston,3-5km,328.0,1
2020-03-02,Houston,5km+,645.75,2
2020-03-03,Dallas,0-1km,1040.0,2
2020-03-03,Dallas,1-2km,1040.0,2
2020-03-03,Houston,0-1km,1049.5333333333333,3
2020-03-03,Houston,1-2km,574.4333333333334,3
2020-03-03,Houston,2-3km,99.33333333333333,1
2020-03-03,Houston,5km+,654.7,2
2020-03-04,Dallas,0-1km,402.0,1
2020-03-04,Dallas,1-2km,402.0,1
2020-03-04,Dallas,2-3km,2194.5,2
2020-03-04,Dallas,3-5km,898.5,1
2020-03-04,Houston,0-1km,2071.4333333333334,4
2020-03-04,Houston,1-2km,1262.6333333333334,3
2020-03-04,Houston,2-3km,203.33333333333334,1
2020-03-04,Houston,3-5km,651.0,2
2020-03-04,Houston,5km+,645.6,2
2020-03-05,Dallas,0-1km,1052.5,1
2020-03-05,Dallas,2-3km,1052.5,1
2020-03-05,Houston,0-1km,842.0,1
2020-03-05,Houston,1-2km,3452.0,1
2020-03-05,Houston,3-5km,1496.0,2
2020-03-06,Dallas,0-1km,1793.3333333333333,3
2020-03-06,Dallas,1-2km,2132.6666666666665,1
2020-03-06,Houston,0-1km,1066.3333333333333,1
2020-03-06,Houston,1-2km,2230.1666666666665,2
2020-03-06,Houston,2-3km,97.5,1
2020-03-07,Dallas,0-1km,1754.5714285714284,2
2020-03-07,Dallas,1-2km,3279.4285714285716,1
2020-03-07,Dallas,2-3km,1827.0,2
2020-03-07,Houston,0-1km,2774.4666666666667,4
2020-03-07,Houston,1-2km,285.1333333333333,2
2020-03-07,Houston,2-3km,1436.6666666666665,2
2020-03-07,Houston,3-5km,2211.0666666666666,3
2020-03-07,Houston,5km+,637.6666666666666,1
2020-03-08,Dallas,0-1km,1459.3333333333335,2
2020-03-08,Dallas,1-2km,2205.666666666667,2
2020-03-08,Dallas,2-3km,719.0,1
2020-03-08,Houston,0-1km,1890.7333333333333,3
2020-03-08,Houston,1-2km,1992.9666666666667,3
2020-03-08,Houston,3-5km,143.8,1
2020-03-08,Houston,5km+,356.5,1
2020-03-09,Dallas,0-1km,1845.5,2
2020-03-09,Dallas,2-3km,947.5,1
2020-03-09,Houston,0-1km,888.6666666666666,2
2020-03-09,Houston,1-2km,579.6666666666666,2
2020-03-09,Houston,2-3km,449.0,1
2020-03-09,Houston,3-5km,1512.0,2
2020-03-09,Houston,5km+,130.66666666666666,1
2020-03-10,Dallas,0-1km,791.7142857142858,2
2020-03-10,Dallas,1-2km,2550.285714285714,2
2020-03-10,Houston,0-1km,3843.6666666666665,3
2020-03-10,Houston,1-2km,176.0,1
2020-03-10,Houston,2-3km,820.6666666666666,1
2020-03-10,Houston,3-5km,410.3333333333333,1
2020-03-10,Houston,5km+,2830.3333333333335,3
2020-03-11,Houston,0-1km,207.33333333333334,2
2020-03-11,Houston,1-2km,207.33333333333334,2
2020-03-11,Houston,2-3km,98.66666666666667,1
2020-03-11,Houston,3-5km,277.0,1
2020-03-11,Houston,5km+,108.66666666666667,1
2020-03-12,Dallas,0-1km,301.2857142857143,1
2020-03-12,Dallas,1-2km,1807.7142857142858,1
2020-03-12,Houston,0-1km,703.0,1
2020-03-12,Houston,2-3km,703.0,1
2020-03-12,Houston,3-5km,351.5,1
2020-03-12,Houston,5km+,351.5,1
2020-03-13,Dallas,1-2km,1420.0,1
2020-03-13,Houston,2-3km,1420.0,1
2020-03-14,Dallas,0-1km,1546.0,1
2020-03-14,Houston,1-2km,773.0,1
2020-03-14,Houston,2-3km,773.0,1
2020-03-15,Dallas,0-1km,836.0,1
2020-03-15,Houston,1-2km,418.0,1
2020-03-15,Houston,2-3km,418.0,1
2020-03-16,Dallas,0-1km,2160.5,4
2020-03-16,Dallas,1-2km,1753.5,3
2020-03-16,Dallas,2-3km,624.0,2
2020-03-16,Houston,0-1km,1312.8,3
2020-03-16,Houston,1-2km,966.7,4
2020-03-16,Houston,2-3km,203.5,1
2020-03-16,Houston,3-5km,947.4,2
2020-03-16,Houston,5km+,1107.6,2
2020-03-17,Dallas,0-1km,1485.1666666666665,3
2020-03-17,Dallas,1-2km,714.8333333333333,3
2020-03-17,Houston,0-1km,1473.4545454545455,2
2020-03-17,Houston,1-2km,121.0909090909091,1
2020-03-17,Houston,2-3km,80.72727272727273,1
2020-03-17,Houston,3-5km,421.72727272727275,2
2020-03-18,Dallas,0-1km,698.1666666666667,3
2020-03-18,Dallas,1-2km,365.1666666666667,3
2020-03-18,Dallas,2-3km,87.66666666666667,1
2020-03-18,Houston,0-1km,249.12121212121212,2
2020-03-18,Houston,1-2km,208.75757575757575,2
2020-03-18,Houston,2-3km,80.72727272727273,1
2020-03-18,Houston,3-5km,80.72727272727273,1
2020-03-18,Houston,5km+,87.66666666666667,1
2020-03-19,Dallas,0-1km,84.5,1
2020-03-19,Dallas,1-2km,84.5,1
2020-03-19,Houston,0-1km,67.6,1
2020-03-19,Houston,1-2km,33.8,1
2020-03-19,Houston,5km+,67.6,1
2020-03-20,Dallas,0-1km,313.6666666666667,2
2020-03-20,Dallas,1-2km,627.3333333333334,2
2020-03-20,Houston,0-1km,163.33333333333334,1
2020-03-20,Houston,1-2km,326.6666666666667,1
2020-03-21,Houston,2-3km,410.0,1
2020-03-22,Dallas,0-1km,4849.333333333333,3
2020-03-22,Dallas,1-2km,86.66666666666667,1
2020-03-22,Dallas,2-3km,98.0,1
2020-03-22,Dallas,3-5km,98.0,1
2020-03-22,Houston,0-1km,4095.0,4
2020-03-22,Houston,1-2km,98.0,2
2020-03-22,Houston,2-3km,0.0,1
2020-03-23,Dallas,0-1km,137.0,2
2020-03-23,Dallas,1-2km,137.0,2
2020-03-23,Dallas,2-3km,1925.0,3
2020-03-23,Houston,0-1km,0.0,3
2020-03-23,Houston,1-2km,137.0,4
2020-03-23,Houston,2-3km,1925.0,2
2020-03-23,Houston,3-5km,108.0,2
2020-03-23,Houston,5km+,137.0,2
2020-03-24,Dallas,0-1km,331.875,4
2020-03-24,Dallas,1-2km,244.125,4
2020-03-24,Dallas,2-3km,68.0,1
2020-03-24,Houston,0-1km,635.2121212121212,5
2020-03-24,Houston,1-2km,301.07575757575756,3
2020-03-24,Houston,2-3km,21.272727272727273,1
2020-03-24,Houston,3-5km,89.27272727272728,2
2020-03-24,Houston,5km+,337.16666666666663,3
2020-03-25,Dallas,0-1km,176.0,3
2020-03-25,Dallas,1-2km,80.0,2
2020-03-25,Dallas,2-3km,668.0,1
2020-03-25,Houston,0-1km,492.54545454545456,3
2020-03-25,Houston,1-2km,146.9090909090909,3
2020-03-25,Houston,2-3km,23.272727272727273,2
2020-03-25,Houston,3-5km,190.27272727272728,2
2020-03-25,Houston,5km+,279.0,2
2020-03-26,Dallas,0-1km,85.0,2
2020-03-26,Dallas,1-2km,85.0,2
2020-03-26,Houston,0-1km,46.8,1
2020-03-26,Houston,1-2km,23.4,1
2020-03-26,Houston,5km+,46.8,1
2020-03-27,Dallas,2-3km,0.0,1
2020-03-27,Houston,0-1km,0.0,1
2020-03-27,Houston,1-2km,0.0,1
2020-03-27,Houston,3-5km,0.0,1
2020-03-28,Dallas,0-1km,203.66666666666666,1
2020-03-28,Dallas,1-2km,407.3333333333333,1
2020-03-28,Houston,0-1km,203.66666666666666,1
2020-03-28,Houston,1-2km,407.3333333333333,2
2020-03-29,Dallas,0-1km,0.0,1
2020-03-29,Dallas,1-2km,0.0,1
2020-03-29,Dallas,2-3km,0.0,1
2020-03-29,Houston,0-1km,0.0,1
2020-03-29,Houston,1-2km,0.0,1
2020-03-29,Houston,5km+,0.0,1
2020-03-30,Dallas,0-1km,58.333333333333336,2
2020-03-30,Dallas,1-2km,106.66666666666667,2
2020-03-30,Houston,0-1km,56.333333333333336,2
2020-03-30,Houston,1-2km,100.66666666666667,2
2020-03-30,Houston,5km+,8.0,1
2020-03-31,Dallas,0-1km,875.5,4
2020-03-31,Dallas,1-2km,171.0,2
2020-03-31,Dallas,2-3km,204.5,1
2020-03-31,Houston,0-1km,231.35714285714286,3
2020-03-31,Houston,1-2km,310.7142857142857,4
2020-03-31,Houston,2-3km,22.857142857142858,2
2020-03-31,Houston,3-5km,22.857142857142858,1
2020-03-31,Houston,5km+,254.21428571428572,3
2020-04-01,Dallas,0-1km,263.0,1
2020-04-02,Dallas,0-1km,10.0,2
2020-04-02,Dallas,1-2km,10.0,1
2020-04-02,Dallas,2-3km,10.0,1
2020-04-02,Houston,0-1km,10.0,1
2020-04-02,Houston,1-2km,10.0,2
2020-04-02,Houston,2-3km,0.0,1
2020-04-02,Houston,5km+,10.0,1
2020-04-03,Dallas,0-1km,100.5,1
2020-04-03,Dallas,2-3km,515.5,2
2020-04-03,Houston,0-1km,287.9,2
2020-04-03,Houston,3-5km,224.35,2
2020-04-03,Houston,5km+,103.75,1
2020-04-04,Dallas,0-1km,404.25,1
2020-04-04,Dallas,2-3km,134.75,1
2020-04-04,Houston,3-5km,26.0,1
2020-04-05,Houston,0-1km,0.0,1
2020-04-05,Houston,1-2km,0.0,1
2020-04-05,Houston,3-5km,0.0,1
2020-04-06,Dallas,0-1km,2912.75,3
2020-04-06,Dallas,1-2km,2384.0,2
2020-04-06,Dallas,2-3km,176.25,1
2020-04-06,Houston,0-1km,3378.75,1
2020-04-06,Houston,5km+,1126.25,1
2020-04-07,Dallas,0-1km,101.75,2
2020-04-07,Dallas,1-2km,46.25,2
2020-04-07,Houston,0-1km,26.90909090909091,1
2020-04-07,Houston,1-2km,20.181818181818183,1
2020-04-07,Houston,2-3km,13.454545454545455,1
2020-04-07,Houston,3-5km,13.454545454545455,1
2020-04-08,Dallas,0-1km,197.25,3
2020-04-08,Dallas,1-2km,296.75,3
2020-04-08,Houston,0-1km,150.72727272727272,2
2020-04-08,Houston,1-2km,280.54545454545456,3
2020-04-08,Houston,2-3km,8.363636363636363,1
2020-04-08,Houston,3-5km,8.363636363636363,1
2020-04-09,Dallas,0-1km,627.25,2
2020-04-09,Dallas,2-3km,188.75,1
2020-04-09,Houston,0-1km,61.0,1
2020-04-09,Houston,1-2km,4399.0,1
2020-04-10,Dallas,0-1km,308.0,2
2020-04-10,Dallas,1-2km,154.0,2
2020-04-10,Dallas,2-3km,0.0,1
2020-04-10,Houston,0-1km,231.0,2
2020-04-10,Houston,1-2km,0.0,1
2020-04-10,Houston,5km+,231.0,2
2020-04-11,Dallas,0-1km,163.625,3
2020-04-11,Dallas,1-2km,122.375,3
2020-04-11,Dallas,2-3km,88.0,1
2020-04-11,Houston,0-1km,152.0,2
2020-04-11,Houston,1-2km,81.0,2
2020-04-11,Houston,2-3km,76.0,2
2020-04-11,Houston,3-5km,10.0,1
2020-04-12,Dallas,0-1km,15.75,2
2020-04-12,Dallas,1-2km,0.0,1
2020-04-12,Dallas,2-3km,5.25,1
2020-04-12,Houston,0-1km,0.0,1
2020-04-12,Houston,1-2km,0.0,1
2020-04-12,Houston,2-3km,50.0,1
2020-04-12,Houston,5km+,0.0,1
2020-04-13,Dallas,0-1km,207.0,2
2020-04-13,Dallas,1-2km,83.0,1
2020-04-13,Dallas,2-3km,124.0,1
2020-04-13,Houston,0-1km,165.60000000000002,2
2020-04-13,Houston,1-2km,435.2,2
2020-04-13,Houston,3-5km,148.8,1
2020-04-13,Houston,5km+,66.4,1
2020-04-14,Dallas,0-1km,400.07142857142856,3
2020-04-14,Dallas,1-2km,692.9285714285714,3
2020-04-14,Dallas,2-3km,136.0,1
2020-04-14,Houston,0-1km,399.3809523809524,3
2020-04-14,Houston,1-2km,219.42857142857144,2
2020-04-14,Houston,2-3km,297.3809523809524,3
2020-04-14,Houston,3-5km,127.04761904761904,2
2020-04-14,Houston,5km+,185.76190476190476,2
