time_fk,state_fk,market_fk,daily_visitors,n_stores_reporting,is_hot_season
2023-01-04,CA,Los Angeles / SF Bay Area,7931.0,9,False
2023-01-05,CA,Los Angeles / SF Bay Area,4096.0,9,False
2023-01-06,CA,Los Angeles / SF Bay Area,17448.0,19,False
2023-01-07,CA,Los Angeles / SF Bay Area,9679.0,12,False
2023-01-08,CA,Los Angeles / SF Bay Area,4150.0,8,False
2023-01-09,CA,Los Angeles / SF Bay Area,2428.0,12,False
2023-01-10,CA,Los Angeles / SF Bay Area,8232.0,12,False
2023-01-11,CA,Los Angeles / SF Bay Area,6003.0,11,False
2023-01-12,CA,Los Angeles / SF Bay Area,13654.0,10,False
2023-01-13,CA,Los Angeles / SF Bay Area,14686.0,10,False
2023-01-14,CA,Los Angeles / SF Bay Area,8685.0,8,False
2023-01-15,CA,Los Angeles / SF Bay Area,13599.0,14,False
2023-01-16,CA,Los Angeles / SF Bay Area,2735.0,7,False
2023-01-17,CA,Los Angeles / SF Bay Area,6540.0,8,False
2023-01-18,CA,Los Angeles / SF Bay Area,7527.0,13,False
2023-01-19,CA,Los Angeles / SF Bay Area,10213.0,16,False
2023-01-20,CA,Los Angeles / SF Bay Area,6165.0,17,False
2023-01-21,CA,Los Angeles / SF Bay Area,6224.0,12,False
2023-01-22,CA,Los Angeles / SF Bay Area,11782.0,20,False
2023-01-23,CA,Los Angeles / SF Bay Area,7251.0,13,False
2023-01-24,CA,Los Angeles / SF Bay Area,8638.0,11,False
2023-01-25,CA,Los Angeles / SF Bay Area,10073.0,16,False
2023-01-26,CA,Los Angeles / SF Bay Area,7593.0,18,False
2023-01-27,CA,Los Angeles / SF Bay Area,3418.0,10,False
2023-01-28,CA,Los Angeles / SF Bay Area,13339.0,11,False
2023-01-29,CA,Los Angeles / SF Bay Area,10005.0,10,False
2023-01-30,CA,Los Angeles / SF Bay Area,6256.0,16,False
2023-01-31,CA,Los Angeles / SF Bay Area,2801.0,9,False
2023-02-01,CA,Los Angeles / SF Bay Area,3967.0,14,False
2023-02-02,CA,Los Angeles / SF Bay Area,10269.0,16,False
2023-02-03,CA,Los Angeles / SF Bay Area,7542.0,10,False
2023-02-04,CA,Los Angeles / SF Bay Area,4579.0,11,False
2023-02-05,CA,Los Angeles / SF Bay Area,6453.0,10,False
2023-02-06,CA,Los Angeles / SF Bay Area,5563.0,16,False
2023-02-07,CA,Los Angeles / SF Bay Area,6028.0,11,False
2023-02-08,CA,Los Angeles / SF Bay Area,5695.0,7,False
2023-02-09,CA,Los Angeles / SF Bay Area,8702.0,15,False
2023-02-10,CA,Los Angeles / SF Bay Area,15245.0,15,False
2023-02-11,CA,Los Angeles / SF Bay Area,14618.0,15,False
2023-02-12,CA,Los Angeles / SF Bay Area,7736.0,18,False
2023-02-13,CA,Los Angeles / SF Bay Area,3886.0,8,False
2023-02-14,CA,Los Angeles / SF Bay Area,9181.0,15,False
2023-02-15,CA,Los Angeles / SF Bay Area,6017.0,11,False
2023-02-16,CA,Los Angeles / SF Bay Area,7301.0,12,False
2023-02-17,CA,Los Angeles / SF Bay Area,3727.0,9,False
2023-02-18,CA,Los Angeles / SF Bay Area,10617.0,12,False
2023-02-19,CA,Los Angeles / SF Bay Area,6964.0,12,False
2023-02-20,CA,Los Angeles / SF Bay Area,4301.0,13,False
2023-02-21,CA,Los Angeles / SF Bay Area,6860.0,13,False
2023-02-22,CA,Los Angeles / SF Bay Area,3166.0,6,False
2023-02-23,CA,Los Angeles / SF Bay Area,6188.0,7,False
2023-02-24,CA,Los Angeles / SF Bay Area,1961.0,10,False
2023-02-25,CA,Los Angeles / SF Bay Area,15922.0,14,False
2023-02-26,CA,Los Angeles / SF Bay Area,6709.0,12,False
2023-02-27,CA,Los Angeles / SF Bay Area,11620.0,9,False
2023-02-28,CA,Los Angeles / SF Bay Area,6747.0,9,False
2023-03-01,CA,Los Angeles / SF Bay Area,3217.0,9,False
2023-03-02,CA,Los Angeles / SF Bay Area,12738.0,17,False
2023-03-03,CA,Los Angeles / SF Bay Area,4144.0,9,False
2023-03-04,CA,Los Angeles / SF Bay Area,566.0,9,False
2023-03-05,CA,Los Angeles / SF Bay Area,11642.0,15,False
2023-03-06,CA,Los Angeles / SF Bay Area,5849.0,13,False
2023-03-07,CA,Los Angeles / SF Bay Area,6024.0,10,False
2023-03-08,CA,Los Angeles / SF Bay Area,11742.0,14,False
2023-03-09,CA,Los Angeles / SF Bay Area,20055.0,14,False
2023-03-10,CA,Los Angeles / SF Bay Area,11317.0,11,False
2023-03-11,CA,Los Angeles / SF Bay Area,5049.0,8,False
2023-03-12,CA,Los Angeles / SF Bay Area,4633.0,14,False
2023-03-13,CA,Los Angeles / SF Bay Area,921.0,6,False
2023-03-14,CA,Los Angeles / SF Bay Area,7630.0,17,False
2023-03-15,CA,Los Angeles / SF Bay Area,4982.0,12,False
2023-03-16,CA,Los Angeles / SF Bay Area,6991.0,6,False
2023-03-17,CA,Los Angeles / SF Bay Area,4147.0,11,False
2023-03-18,CA,Los Angeles / SF Bay Area,4982.0,13,False
2023-03-19,CA,Los Angeles / SF Bay Area,10477.0,10,False
2023-03-20,CA,Los Angeles / SF Bay Area,7640.0,11,False
2023-03-21,CA,Los Angeles / SF Bay Area,7364.0,13,False
2023-03-22,CA,Los Angeles / SF Bay Area,8483.0,9,False
2023-03-23,CA,Los Angeles / SF Bay Area,2772.0,13,False
2023-03-24,CA,Los Angeles / SF Bay Area,23020.0,15,False
2023-03-25,CA,Los Angeles / SF Bay Area,5408.0,6,False
2023-03-26,CA,Los Angeles / SF Bay Area,11253.0,12,False
2023-03-27,CA,Los Angeles / SF Bay Area,5463.0,9,False
2023-03-28,CA,Los Angeles / SF Bay Area,4296.0,13,False
2023-03-29,CA,Los Angeles / SF Bay Area,3494.0,5,False
2023-03-30,CA,Los Angeles / SF Bay Area,12020.0,11,False
2023-03-31,CA,Los Angeles / SF Bay Area,6341.0,10,False
2023-04-01,CA,Los Angeles / SF Bay Area,4630.0,13,False
2023-04-02,CA,Los Angeles / SF Bay Area,4137.0,13,False
2023-04-03,CA,Los Angeles / SF Bay Area,3602.0,7,False
2023-04-04,CA,Los Angeles / SF Bay Area,11891.0,11,False
2023-04-05,CA,Los Angeles / SF Bay Area,7840.0,12,False
2023-04-06,CA,Los Angeles / SF Bay Area,6607.0,9,False
2023-04-07,CA,Los Angeles / SF Bay Area,10705.0,9,False
2023-04-08,CA,Los Angeles / SF Bay Area,13791.0,8,False
2023-04-09,CA,Los Angeles / SF Bay Area,1287.0,13,False
2023-04-10,CA,Los Angeles / SF Bay Area,4772.0,14,False
2023-04-11,CA,Los Angeles / SF Bay Area,10175.0,14,False
2023-04-12,CA,Los Angeles / SF Bay Area,3465.0,11,False
2023-04-13,CA,Los Angeles / SF Bay Area,11681.0,14,False
2023-04-14,CA,Los Angeles / SF Bay Area,13148.0,17,False
2023-04-15,CA,Los Angeles / SF Bay Area,12107.0,13,False
2023-04-16,CA,Los Angeles / SF Bay Area,3886.0,8,False
2023-04-17,CA,Los Angeles / SF Bay Area,14387.0,17,False
2023-04-18,CA,Los Angeles / SF Bay Area,13575.0,16,False
2023-04-19,CA,Los Angeles / SF Bay Area,5375.0,10,False
2023-04-20,CA,Los Angeles / SF Bay Area,3277.0,9,False
2023-04-21,CA,Los Angeles / SF Bay Area,1660.0,7,False
2023-04-22,CA,Los Angeles / SF Bay Area,1444.0,3,False
2023-04-23,CA,Los Angeles / SF Bay Area,18981.0,19,False
2023-04-24,CA,Los Angeles / SF Bay Area,4100.0,5,False
2023-04-25,CA,Los Angeles / SF Bay Area,7513.0,10,False
2023-04-26,CA,Los Angeles / SF Bay Area,7280.0,9,False
2023-04-27,CA,Los Angeles / SF Bay Area,4760.0,10,False
2023-04-28,CA,Los Angeles / SF Bay Area,6208.0,12,False
2023-04-29,CA,Los Angeles / SF Bay Area,7386.0,11,False
2023-04-30,CA,Los Angeles / SF Bay Area,12632.0,17,False
2023-05-01,CA,Los Angeles / SF Bay Area,4245.0,10,False
2023-05-02,CA,Los Angeles / SF Bay Area,6989.0,14,False
2023-05-03,CA,Los Angeles / SF Bay Area,3630.0,13,False
2023-05-04,CA,Los Angeles / SF Bay Area,5122.0,14,False
2023-05-05,CA,Los Angeles / SF Bay Area,8513.0,13,False
2023-05-06,CA,Los Angeles / SF Bay Area,22861.0,21,False
2023-05-07,CA,Los Angeles / SF Bay Area,8744.0,13,False
2023-05-08,CA,Los Angeles / SF Bay Area,3934.0,14,False
2023-05-09,CA,Los Angeles / SF Bay Area,7136.0,12,False
2023-05-10,CA,Los Angeles / SF Bay Area,7872.0,16,False
2023-05-11,CA,Los Angeles / SF Bay Area,5017.0,6,False
2023-05-12,CA,Los Angeles / SF Bay Area,10915.0,11,False
2023-05-13,CA,Los Angeles / SF Bay Area,37989.0,15,False
2023-05-14,CA,Los Angeles / SF Bay Area,5728.0,10,False
2023-05-15,CA,Los Angeles / SF Bay Area,17398.0,18,False
2023-05-16,CA,Los Angeles / SF Bay Area,10822.0,8,False
2023-05-17,CA,Los Angeles / SF Bay Area,3627.0,7,False
2023-05-18,CA,Los Angeles / SF Bay Area,6267.0,9,False
2023-05-19,CA,Los Angeles / SF Bay Area,5304.0,11,False
2023-05-20,CA,Los Angeles / SF Bay Area,11313.0,8,False
2023-05-21,CA,Los Angeles / SF Bay Area,7359.0,13,False
2023-05-22,CA,Los Angeles / SF Bay Area,4628.0,9,False
2023-05-23,CA,Los Angeles / SF Bay Area,6023.0,9,False
2023-05-24,CA,Los Angeles / SF Bay Area,6680.0,10,False
2023-05-25,CA,Los Angeles / SF Bay Area,3884.0,9,False
2023-05-26,CA,Los Angeles / SF Bay Area,12740.0,14,False
2023-05-27,CA,Los Angeles / SF Bay Area,8146.0,9,False
2023-05-28,CA,Los Angeles / SF Bay Area,28498.0,11,False
2023-05-29,CA,Los Angeles / SF Bay Area,488.0,6,False
2023-05-30,CA,Los Angeles / SF Bay Area,5817.0,11,False
2023-05-31,CA,Los Angeles / SF Bay Area,6576.0,13,False
2023-06-01,CA,Los Angeles / SF Bay Area,7187.0,13,True
2023-06-02,CA,Los Angeles / SF Bay Area,6900.0,8,True
2023-06-03,CA,Los Angeles / SF Bay Area,5812.0,11,True
2023-06-04,CA,Los Angeles / SF Bay Area,8862.0,11,True
2023-06-05,CA,Los Angeles / SF Bay Area,8384.0,13,True
2023-06-06,CA,Los Angeles / SF Bay Area,334.0,5,True
2023-06-07,CA,Los Angeles / SF Bay Area,9760.0,12,True
2023-06-08,CA,Los Angeles / SF Bay Area,9035.0,10,True
2023-06-09,CA,Los Angeles / SF Bay Area,7920.0,11,True
2023-06-10,CA,Los Angeles / SF Bay Area,7510.0,7,True
2023-06-11,CA,Los Angeles / SF Bay Area,3522.0,16,True
2023-06-12,CA,Los Angeles / SF Bay Area,6577.0,10,True
2023-06-13,CA,Los Angeles / SF Bay Area,3308.0,9,True
2023-06-14,CA,Los Angeles / SF Bay Area,4002.0,9,True
2023-06-15,CA,Los Angeles / SF Bay Area,12500.0,12,True
2023-06-16,CA,Los Angeles / SF Bay Area,14580.0,15,True
2023-06-17,CA,Los Angeles / SF Bay Area,5447.0,11,True
2023-06-18,CA,Los Angeles / SF Bay Area,2963.0,12,True
2023-06-19,CA,Los Angeles / SF Bay Area,10762.0,10,True
2023-06-20,CA,Los Angeles / SF Bay Area,10526.0,16,True
2023-06-21,CA,Los Angeles / SF Bay Area,14032.0,7,True
2023-06-22,CA,Los Angeles / SF Bay Area,5684.0,10,True
2023-06-23,CA,Los Angeles / SF Bay Area,15519.0,13,True
2023-06-24,CA,Los Angeles / SF Bay Area,7451.0,9,True
2023-06-25,CA,Los Angeles / SF Bay Area,5746.0,9,True
2023-06-26,CA,Los Angeles / SF Bay Area,10620.0,13,True
2023-06-27,CA,Los Angeles / SF Bay Area,4737.0,9,True
2023-06-28,CA,Los Angeles / SF Bay Area,8068.0,14,True
2023-06-29,CA,Los Angeles / SF Bay Area,5744.0,7,True
2023-06-30,CA,Los Angeles / SF Bay Area,10200.0,10,True
2023-07-01,CA,Los Angeles / SF Bay Area,11860.0,12,True
2023-07-02,CA,Los Angeles / SF Bay Area,6258.0,6,True
2023-07-03,CA,Los Angeles / SF Bay Area,11537.0,9,True
2023-07-04,CA,Los Angeles / SF Bay Area,8625.0,12,True
2023-07-05,CA,Los Angeles / SF Bay Area,17252.0,18,True
2023-07-06,CA,Los Angeles / SF Bay Area,13444.0,14,True
2023-07-07,CA,Los Angeles / SF Bay Area,15769.0,18,True
2023-07-08,CA,Los Angeles / SF Bay Area,4531.0,7,True
2023-07-09,CA,Los Angeles / SF Bay Area,11105.0,12,True
2023-07-10,CA,Los Angeles / SF Bay Area,4489.0,13,True
2023-07-11,CA,Los Angeles / SF Bay Area,7362.0,14,True
2023-07-12,CA,Los Angeles / SF Bay Area,4949.0,7,True
2023-07-13,CA,Los Angeles / SF Bay Area,7464.0,9,True
2023-07-14,CA,Los Angeles / SF Bay Area,8358.0,14,True
2023-07-15,CA,Los Angeles / SF Bay Area,5987.0,12,True
2023-07-16,CA,Los Angeles / SF Bay Area,4420.0,10,True
2023-07-17,CA,Los Angeles / SF Bay Area,10713.0,21,True
2023-07-18,CA,Los Angeles / SF Bay Area,7263.0,10,True
2023-07-19,CA,Los Angeles / SF Bay Area,3934.0,11,True
2023-07-20,CA,Los Angeles / SF Bay Area,5567.0,11,True
2023-07-21,CA,Los Angeles / SF Bay Area,16100.0,17,True
2023-07-22,CA,Los Angeles / SF Bay Area,23609.0,12,True
2023-07-23,CA,Los Angeles / SF Bay Area,8173.0,11,True
2023-07-24,CA,Los Angeles / SF Bay Area,9361.0,14,True
2023-07-25,CA,Los Angeles / SF Bay Area,2310.0,8,True
2023-07-26,CA,Los Angeles / SF Bay Area,5592.0,13,True
2023-07-27,CA,Los Angeles / SF Bay Area,12497.0,9,True
2023-07-28,CA,Los Angeles / SF Bay Area,11444.0,12,True
2023-07-29,CA,Los Angeles / SF Bay Area,9088.0,13,True
2023-07-30,CA,Los Angeles / SF Bay Area,5492.0,9,True
2023-07-31,CA,Los Angeles / SF Bay Area,17421.0,15,True
2023-08-01,CA,Los Angeles / SF Bay Area,4023.0,9,True
2023-08-02,CA,Los Angeles / SF Bay Area,6843.0,16,True
2023-08-03,CA,Los Angeles / SF Bay Area,3732.0,9,True
2023-08-04,CA,Los Angeles / SF Bay Area,1782.0,6,True
2023-08-05,CA,Los Angeles / SF Bay Area,10575.0,13,True
2023-08-06,CA,Los Angeles / SF Bay Area,1884.0,8,True
2023-08-07,CA,Los Angeles / SF Bay Area,4689.0,9,True
2023-08-08,CA,Los Angeles / SF Bay Area,13602.0,11,True
2023-08-09,CA,Los Angeles / SF Bay Area,3818.0,8,True
2023-08-10,CA,Los Angeles / SF Bay Area,6980.0,12,True
2023-08-11,CA,Los Angeles / SF Bay Area,15636.0,10,True
2023-08-12,CA,Los Angeles / SF Bay Area,8876.0,10,True
2023-08-13,CA,Los Angeles / SF Bay Area,8820.0,8,True
2023-08-14,CA,Los Angeles / SF Bay Area,4980.0,11,True
2023-08-15,CA,Los Angeles / SF Bay Area,18081.0,17,True
2023-08-16,CA,Los Angeles / SF Bay Area,6490.0,9,True
2023-08-17,CA,Los Angeles / SF Bay Area,762.0,5,True
2023-08-18,CA,Los Angeles / SF Bay Area,16925.0,15,True
2023-08-19,CA,Los Angeles / SF Bay Area,7275.0,4,True
2023-08-20,CA,Los Angeles / SF Bay Area,5204.0,17,True
2023-08-21,CA,Los Angeles / SF Bay Area,6316.0,12,True
2023-08-22,CA,Los Angeles / SF Bay Area,8511.0,13,True
2023-08-23,CA,Los Angeles / SF Bay Area,7886.0,10,True
2023-08-24,CA,Los Angeles / SF Bay Area,8005.0,8,True
2023-08-25,CA,Los Angeles / SF Bay Area,22709.0,10,True
2023-08-26,CA,Los Angeles / SF Bay Area,3068.0,7,True
2023-08-27,CA,Los Angeles / SF Bay Area,8021.0,11,True
2023-08-28,CA,Los Angeles / SF Bay Area,4303.0,8,True
2023-08-29,CA,Los Angeles / SF Bay Area,15552.0,18,True
2023-08-30,CA,Los Angeles / SF Bay Area,3484.0,13,True
2023-08-31,CA,Los Angeles / SF Bay Area,20130.0,18,True
2023-09-01,CA,Los Angeles / SF Bay Area,10959.0,12,False
2023-09-02,CA,Los Angeles / SF Bay Area,20753.0,16,False
2023-09-03,CA,Los Angeles / SF Bay Area,11755.0,12,False
2023-09-04,CA,Los Angeles / SF Bay Area,5034.0,13,False
2023-09-05,CA,Los Angeles / SF Bay Area,2305.0,6,False
2023-09-06,CA,Los Angeles / SF Bay Area,14818.0,20,False
2023-09-07,CA,Los Angeles / SF Bay Area,6180.0,11,False
2023-09-08,CA,Los Angeles / SF Bay Area,20233.0,19,False
2023-09-09,CA,Los Angeles / SF Bay Area,12595.0,12,False
2023-09-10,CA,Los Angeles / SF Bay Area,8139.0,10,False
2023-09-11,CA,Los Angeles / SF Bay Area,6659.0,9,False
2023-09-12,CA,Los Angeles / SF Bay Area,15244.0,10,False
2023-09-13,CA,Los Angeles / SF Bay Area,6869.0,11,False
2023-09-14,CA,Los Angeles / SF Bay Area,4636.0,12,False
2023-09-15,CA,Los Angeles / SF Bay Area,7934.0,9,False
2023-09-16,CA,Los Angeles / SF Bay Area,15083.0,13,False
2023-09-17,CA,Los Angeles / SF Bay Area,3178.0,11,False
2023-09-18,CA,Los Angeles / SF Bay Area,10708.0,13,False
2023-09-19,CA,Los Angeles / SF Bay Area,6066.0,9,False
2023-09-20,CA,Los Angeles / SF Bay Area,8153.0,11,False
2023-09-21,CA,Los Angeles / SF Bay Area,6888.0,13,False
2023-09-22,CA,Los Angeles / SF Bay Area,8748.0,15,False
2023-09-23,CA,Los Angeles / SF Bay Area,5063.0,7,False
2023-09-24,CA,Los Angeles / SF Bay Area,6216.0,8,False
2023-09-25,CA,Los Angeles / SF Bay Area,3539.0,11,False
2023-09-26,CA,Los Angeles / SF Bay Area,4140.0,7,False
2023-09-27,CA,Los Angeles / SF Bay Area,6789.0,12,False
2023-09-28,CA,Los Angeles / SF Bay Area,4406.0,10,False
2023-09-29,CA,Los Angeles / SF Bay Area,6217.0,13,False
2023-09-30,CA,Los Angeles / SF Bay Area,3129.0,12,False
2023-10-01,CA,Los Angeles / SF Bay Area,6420.0,12,False
2023-10-02,CA,Los Angeles / SF Bay Area,7260.0,10,False
2023-10-03,CA,Los Angeles / SF Bay Area,9489.0,10,False
2023-10-04,CA,Los Angeles / SF Bay Area,8956.0,13,False
2023-10-05,CA,Los Angeles / SF Bay Area,15139.0,9,False
2023-10-06,CA,Los Angeles / SF Bay Area,5308.0,12,False
2023-10-07,CA,Los Angeles / SF Bay Area,14849.0,13,False
2023-10-08,CA,Los Angeles / SF Bay Area,4936.0,13,False
2023-10-09,CA,Los Angeles / SF Bay Area,9483.0,11,False
2023-10-10,CA,Los Angeles / SF Bay Area,7896.0,14,False
2023-10-11,CA,Los Angeles / SF Bay Area,4247.0,9,False
2023-10-12,CA,Los Angeles / SF Bay Area,2661.0,6,False
2023-10-13,CA,Los Angeles / SF Bay Area,11715.0,11,False
2023-10-14,CA,Los Angeles / SF Bay Area,7467.0,9,False
2023-10-15,CA,Los Angeles / SF Bay Area,14392.0,15,False
2023-10-16,CA,Los Angeles / SF Bay Area,14704.0,21,False
2023-10-17,CA,Los Angeles / SF Bay Area,6463.0,13,False
2023-10-18,CA,Los Angeles / SF Bay Area,2745.0,7,False
2023-10-19,CA,Los Angeles / SF Bay Area,5181.0,12,False
2023-10-20,CA,Los Angeles / SF Bay Area,4740.0,8,False
2023-10-21,CA,Los Angeles / SF Bay Area,7953.0,12,False
2023-10-22,CA,Los Angeles / SF Bay Area,10963.0,17,False
2023-10-23,CA,Los Angeles / SF Bay Area,7275.0,12,False
2023-10-24,CA,Los Angeles / SF Bay Area,12530.0,16,False
2023-10-25,CA,Los Angeles / SF Bay Area,13485.0,14,False
2023-10-26,CA,Los Angeles / SF Bay Area,11680.0,14,False
2023-10-27,CA,Los Angeles / SF Bay Area,15098.0,16,False
2023-10-28,CA,Los Angeles / SF Bay Area,7944.0,10,False
2023-10-29,CA,Los Angeles / SF Bay Area,2120.0,10,False
2023-10-30,CA,Los Angeles / SF Bay Area,8080.0,12,False
2023-10-31,CA,Los Angeles / SF Bay Area,7966.0,14,False
2023-11-01,CA,Los Angeles / SF Bay Area,8716.0,15,False
2023-11-02,CA,Los Angeles / SF Bay Area,5487.0,6,False
2023-11-03,CA,Los Angeles / SF Bay Area,2402.0,6,False
2023-11-04,CA,Los Angeles / SF Bay Area,16424.0,16,False
2023-11-05,CA,Los Angeles / SF Bay Area,1455.0,9,False
2023-11-06,CA,Los Angeles / SF Bay Area,4563.0,9,False
2023-11-07,CA,Los Angeles / SF Bay Area,8050.0,10,False
2023-11-08,CA,Los Angeles / SF Bay Area,9239.0,8,False
2023-11-09,CA,Los Angeles / SF Bay Area,7889.0,11,False
2023-11-10,CA,Los Angeles / SF Bay Area,10369.0,10,False
2023-11-11,CA,Los Angeles / SF Bay Area,13041.0,13,False
2023-11-12,CA,Los Angeles / SF Bay Area,9489.0,18,False
2023-11-13,CA,Los Angeles / SF Bay Area,2919.0,9,False
2023-11-14,CA,Los Angeles / SF Bay Area,4362.0,11,False
2023-11-15,CA,Los Angeles / SF Bay Area,12495.0,10,False
2023-11-16,CA,Los Angeles / SF Bay Area,3787.0,6,False
2023-11-17,CA,Los Angeles / SF Bay Area,6016.0,6,False
2023-11-18,CA,Los Angeles / SF Bay Area,10660.0,13,False
2023-11-19,CA,Los Angeles / SF Bay Area,15495.0,13,False
2023-11-20,CA,Los Angeles / SF Bay Area,8047.0,11,False
2023-11-21,CA,Los Angeles / SF Bay Area,5059.0,8,False
2023-11-22,CA,Los Angeles / SF Bay Area,7207.0,16,False
2023-11-23,CA,Los Angeles / SF Bay Area,7073.0,12,False
2023-11-24,CA,Los Angeles / SF Bay Area,26774.0,13,False
2023-11-25,CA,Los Angeles / SF Bay Area,6216.0,11,False
2023-11-26,CA,Los Angeles / SF Bay Area,8623.0,12,False
2023-11-27,CA,Los Angeles / SF Bay Area,8070.0,14,False
2023-11-28,CA,Los Angeles / SF Bay Area,11612.0,17,False
2023-11-29,CA,Los Angeles / SF Bay Area,13143.0,14,False
2023-11-30,CA,Los Angeles / SF Bay Area,9738.0,7,False
2023-12-01,CA,Los Angeles / SF Bay Area,3735.0,6,False
2023-12-02,CA,Los Angeles / SF Bay Area,10196.0,15,False
2023-12-03,CA,Los Angeles / SF Bay Area,6078.0,13,False
2023-12-04,CA,Los Angeles / SF Bay Area,13872.0,8,False
2023-12-05,CA,Los Angeles / SF Bay Area,15921.0,13,False
2023-12-06,CA,Los Angeles / SF Bay Area,7507.0,9,False
2023-12-07,CA,Los Angeles / SF Bay Area,11076.0,13,False
2023-12-08,CA,Los Angeles / SF Bay Area,7050.0,9,False
2023-12-09,CA,Los Angeles / SF Bay Area,4798.0,5,False
2023-12-10,CA,Los Angeles / SF Bay Area,5252.0,9,False
2023-12-11,CA,Los Angeles / SF Bay Area,6133.0,11,False
2023-12-12,CA,Los Angeles / SF Bay Area,5239.0,12,False
2023-12-13,CA,Los Angeles / SF Bay Area,5437.0,11,False
2023-12-14,CA,Los Angeles / SF Bay Area,5990.0,14,False
2023-12-15,CA,Los Angeles / SF Bay Area,7593.0,11,False
2023-12-16,CA,Los Angeles / SF Bay Area,20088.0,17,False
2023-12-17,CA,Los Angeles / SF Bay Area,16069.0,15,False
2023-12-18,CA,Los Angeles / SF Bay Area,10995.0,17,False
2023-12-19,CA,Los Angeles / SF Bay Area,4671.0,9,False
2023-12-20,CA,Los Angeles / SF Bay Area,2929.0,10,False
2023-12-21,CA,Los Angeles / SF Bay Area,11092.0,10,False
2023-12-22,CA,Los Angeles / SF Bay Area,8110.0,15,False
2023-12-23,CA,Los Angeles / SF Bay Area,3380.0,6,False
2023-12-24,CA,Los Angeles / SF Bay Area,16552.0,14,False
2023-12-25,CA,Los Angeles / SF Bay Area,6892.0,9,False
2023-12-26,CA,Los Angeles / SF Bay Area,12289.0,11,False
2023-12-27,CA,Los Angeles / SF Bay Area,16730.0,19,False
2023-12-28,CA,Los Angeles / SF Bay Area,17569.0,12,False
2023-12-29,CA,Los Angeles / SF Bay Area,7302.0,18,False
2023-12-30,CA,Los Angeles / SF Bay Area,4864.0,8,False
2023-12-31,CA,Los Angeles / SF Bay Area,6760.0,13,False
2024-01-01,CA,Los Angeles / SF Bay Area,16835.0,18,False
2024-01-02,CA,Los Angeles / SF Bay Area,1242.0,3,False
2024-01-03,CA,Los Angeles / SF Bay Area,6894.0,14,False
2024-01-04,CA,Los Angeles / SF Bay Area,12270.0,16,False
2024-01-05,CA,Los Angeles / SF Bay Area,4154.0,8,False
2024-01-06,CA,Los Angeles / SF Bay Area,6707.0,11,False
2024-01-07,CA,Los Angeles / SF Bay Area,8261.0,10,False
2024-01-08,CA,Los Angeles / SF Bay Area,4033.0,6,False
2024-01-09,CA,Los Angeles / SF Bay Area,7072.0,14,False
2024-01-10,CA,Los Angeles / SF Bay Area,9428.0,15,False
2024-01-11,CA,Los Angeles / SF Bay Area,4236.0,13,False
2024-01-12,CA,Los Angeles / SF Bay Area,9551.0,12,False
2024-01-13,CA,Los Angeles / SF Bay Area,12850.0,15,False
2024-01-14,CA,Los Angeles / SF Bay Area,5060.0,10,False
2024-01-15,CA,Los Angeles / SF Bay Area,14199.0,10,False
2024-01-16,CA,Los Angeles / SF Bay Area,7426.0,13,False
2024-01-17,CA,Los Angeles / SF Bay Area,3044.0,9,False
2024-01-18,CA,Los Angeles / SF Bay Area,7944.0,8,False
2024-01-19,CA,Los Angeles / SF Bay Area,19189.0,17,False
2024-01-20,CA,Los Angeles / SF Bay Area,12041.0,11,False
2024-01-21,CA,Los Angeles / SF Bay Area,6695.0,11,False
2024-01-22,CA,Los Angeles / SF Bay Area,5495.0,13,False
2024-01-23,CA,Los Angeles / SF Bay Area,7420.0,14,False
2024-01-24,CA,Los Angeles / SF Bay Area,6177.0,10,False
2024-01-25,CA,Los Angeles / SF Bay Area,3802.0,8,False
2024-01-26,CA,Los Angeles / SF Bay Area,9365.0,13,False
2024-01-27,CA,Los Angeles / SF Bay Area,20653.0,16,False
2024-01-28,CA,Los Angeles / SF Bay Area,8912.0,12,False
2024-01-29,CA,Los Angeles / SF Bay Area,6009.0,8,False
2024-01-30,CA,Los Angeles / SF Bay Area,4856.0,11,False
2024-01-31,CA,Los Angeles / SF Bay Area,6252.0,7,False
2024-02-01,CA,Los Angeles / SF Bay Area,6108.0,13,False
2024-02-02,CA,Los Angeles / SF Bay Area,10681.0,14,False
2024-02-03,CA,Los Angeles / SF Bay Area,8347.0,10,False
2024-02-04,CA,Los Angeles / SF Bay Area,6995.0,13,False
2024-02-05,CA,Los Angeles / SF Bay Area,3855.0,10,False
2024-02-06,CA,Los Angeles / SF Bay Area,5166.0,11,False
2024-02-07,CA,Los Angeles / SF Bay Area,3313.0,10,False
2024-02-08,CA,Los Angeles / SF Bay Area,3090.0,15,False
2024-02-09,CA,Los Angeles / SF Bay Area,9124.0,6,False
2024-02-10,CA,Los Angeles / SF Bay Area,14769.0,15,False
2024-02-11,CA,Los Angeles / SF Bay Area,1406.0,7,False
2024-02-12,CA,Los Angeles / SF Bay Area,9327.0,14,False
2024-02-13,CA,Los Angeles / SF Bay Area,10639.0,12,False
2024-02-14,CA,Los Angeles / SF Bay Area,2985.0,10,False
2024-02-15,CA,Los Angeles / SF Bay Area,4900.0,11,False
2024-02-16,CA,Los Angeles / SF Bay Area,7098.0,13,False
2024-02-17,CA,Los Angeles / SF Bay Area,16434.0,13,False
