state_fk,market_fk,time_fk,p10,p50,p90
TX,Dallas / Houston,2024-11-13,2393.6283047033567,4640.755476081618,8757.367786899089
TX,Dallas / Houston,2024-11-14,5993.735982490097,7999.195328233339,12592.520460680693
TX,Dallas / Houston,2024-11-15,3613.4101911113885,6686.850100785032,11493.242755291754
TX,Dallas / Houston,2024-11-16,2426.707159495909,5203.043355934636,9094.716516686569
TX,Dallas / Houston,2024-11-17,3158.26801969507,5824.957688853021,11297.263330830525
TX,Dallas / Houston,2024-11-18,3048.1002017482783,5460.036195082289,10546.19875464072
TX,Dallas / Houston,2024-11-19,1140.9699505283368,3337.118963893598,8946.138689101203
TX,Dallas / Houston,2024-11-20,3173.3859699968934,5810.569315731066,11103.729837568206
TX,Dallas / Houston,2024-11-21,4786.943649879395,7713.204445580668,12408.566801458466
TX,Dallas / Houston,2024-11-22,3239.8712278801004,5719.163724469446,10372.652003530435
TX,Dallas / Houston,2024-11-23,7574.565348801945,9489.78386794087,14536.344073063225
TX,Dallas / Houston,2024-11-24,4762.832798626627,7792.909752463341,12284.927182165502
TX,Dallas / Houston,2024-11-25,2392.6953031246403,5188.444442669197,9221.54644736634
TX,Dallas / Houston,2024-11-26,3057.729252816399,5960.111598094344,10392.183588555139
TX,Dallas / Houston,2024-11-27,1891.450981974169,4107.480995846706,9179.90326992077
TX,Dallas / Houston,2024-11-28,4154.556335425335,6604.623587339751,12131.488643527353
TX,Dallas / Houston,2024-11-29,4020.068872987179,6502.4583759900615,11927.496423358483
TX,Dallas / Houston,2024-11-30,2554.357859962808,4100.623364556625,9240.382335683695
TX,Dallas / Houston,2024-12-01,1242.4339962598897,3614.201045248824,9223.456676854892
TX,Dallas / Houston,2024-12-02,1833.0839511647373,3346.266789113672,9367.420232299248
TX,Dallas / Houston,2024-12-03,4774.995924163746,6457.810881172187,11415.837420501073
TX,Dallas / Houston,2024-12-04,2879.900992716519,4655.836898831659,10000.836317202657
TX,Dallas / Houston,2024-12-05,6244.147731135367,8315.102086128163,11900.32427631655
TX,Dallas / Houston,2024-12-06,2682.181882101293,4475.908804523096,9043.719234646207
TX,Dallas / Houston,2024-12-07,10411.862726453599,14003.541660742627,14943.882326224555
TX,Dallas / Houston,2024-12-08,5200.281722515452,7316.496960906507,12552.715569566963
TX,Dallas / Houston,2024-12-09,4488.8652677736545,6258.506881959877,11882.46737591512
TX,Dallas / Houston,2024-12-10,1729.3028856061428,3496.418574437403,9601.599823352526
TX,Dallas / Houston,2024-12-11,2576.8706861754886,4642.457641851609,9345.672619705103
TX,Dallas / Houston,2024-12-12,11019.242878287576,12674.855850220963,14909.254502695641
TX,Dallas / Houston,2024-12-13,3171.9112377723277,6079.130077789823,11526.04716164111
TX,Dallas / Houston,2024-12-14,7646.7808666526125,10657.870150453491,14644.385536571277
TX,Dallas / Houston,2024-12-15,2675.9227431641466,4992.307013344855,9699.598712722633
TX,Dallas / Houston,2024-12-16,1534.2024584360847,3898.837292773495,9688.852862851103
TX,Dallas / Houston,2024-12-17,6319.221429608302,8759.659588064493,14466.743500208726
TX,Dallas / Houston,2024-12-18,1162.3115401973105,4333.357828092714,9810.503702741906
TX,Dallas / Houston,2024-12-19,6171.075386389584,8330.152873300274,13507.499964643423
TX,Dallas / Houston,2024-12-20,1453.6704984667595,3905.6067155594915,10392.111273443174
TX,Dallas / Houston,2024-12-21,3271.9070708710547,6013.391760586804,12202.658637590015
TX,Dallas / Houston,2024-12-22,1638.4125235232295,4088.768483141196,10344.94206269714
TX,Dallas / Houston,2024-12-23,3281.2716902940288,5174.0229827585035,10953.471246628551
TX,Dallas / Houston,2024-12-24,3285.0531225916916,5560.0559593754615,10717.139194363086
TX,Dallas / Houston,2024-12-25,923.7084545023365,3121.659598210108,9179.78430137054
TX,Dallas / Houston,2024-12-26,10734.225568813543,13089.56211327598,17136.789993080507
TX,Dallas / Houston,2024-12-27,1608.915523661013,3749.6905548887553,9952.068980029979
TX,Dallas / Houston,2024-12-28,6070.128132185268,8236.705998543322,12968.215954724163
TX,Dallas / Houston,2024-12-29,1510.4585298786512,4173.469021176238,10469.133982368332
TX,Dallas / Houston,2024-12-30,3374.3120491215154,6427.462527508841,12310.233873864954
TX,Dallas / Houston,2024-12-31,6200.973964997562,7704.304202535114,13096.565218791455
