state_fk,market_fk,as_of_date,time_fk,forecast_daily_visitors,is_hot_season,forecast_method
PA,Philadelphia,2024-12-31,2025-01-03,1597.9801482050123,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-04,1813.654801386943,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-05,1394.3478925788934,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-06,1264.6513127489325,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-07,1323.346877629177,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-08,1539.1995906041132,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-09,1510.9624108585779,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-10,1597.9801482050123,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-11,1813.654801386943,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-12,1394.3478925788934,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-13,1264.6513127489325,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-14,1323.346877629177,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-15,1539.1995906041132,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-16,1510.9624108585779,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-17,1597.9801482050123,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-18,1813.654801386943,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-19,1394.3478925788934,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-20,1264.6513127489325,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-21,1323.346877629177,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-22,1539.1995906041132,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-23,1510.9624108585779,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-24,1597.9801482050123,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-25,1813.654801386943,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-26,1394.3478925788934,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-27,1264.6513127489325,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-28,1323.346877629177,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-29,1539.1995906041132,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-30,1510.9624108585779,False,trailing_7day_level_x_real_weekday_profile
PA,Philadelphia,2024-12-31,2025-01-31,1597.9801482050123,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-01,7062.947517725695,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-02,7217.903979764954,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-03,8061.024972295856,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-04,8509.780040910813,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-05,6312.030956100631,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-06,6241.694599713113,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-07,6543.434530328028,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-08,7062.947517725695,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-09,7217.903979764954,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-10,8061.024972295856,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-11,8509.780040910813,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-12,6312.030956100631,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-13,6241.694599713113,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-14,6543.434530328028,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-15,7062.947517725695,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-16,7217.903979764954,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-17,8061.024972295856,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-18,8509.780040910813,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-19,6312.030956100631,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-20,6241.694599713113,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-21,6543.434530328028,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-22,7062.947517725695,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-23,7217.903979764954,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-24,8061.024972295856,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-25,8509.780040910813,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-26,6312.030956100631,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-27,6241.694599713113,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-28,6543.434530328028,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-29,7062.947517725695,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-30,7217.903979764954,False,trailing_7day_level_x_real_weekday_profile
TX,Dallas / Houston,2024-12-31,2025-01-31,8061.024972295856,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-01,1682.2914081532324,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-02,1653.8551836392471,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-03,2052.4909740476064,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-04,1867.3994335916861,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-05,1498.224716438203,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-06,1284.3340719086636,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-07,1578.887677904198,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-08,1682.2914081532324,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-09,1653.8551836392471,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-10,2052.4909740476064,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-11,1867.3994335916861,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-12,1498.224716438203,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-13,1284.3340719086636,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-14,1578.887677904198,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-15,1682.2914081532324,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-16,1653.8551836392471,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-17,2052.4909740476064,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-18,1867.3994335916861,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-19,1498.224716438203,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-20,1284.3340719086636,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-21,1578.887677904198,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-22,1682.2914081532324,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-23,1653.8551836392471,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-24,2052.4909740476064,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-25,1867.3994335916861,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-26,1498.224716438203,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-27,1284.3340719086636,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-28,1578.887677904198,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-29,1682.2914081532324,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-30,1653.8551836392471,False,trailing_7day_level_x_real_weekday_profile
WA,Seattle,2024-12-31,2025-01-31,2052.4909740476064,False,trailing_7day_level_x_real_weekday_profile
