state_fk,market_fk,time_fk,foursquare_crowd_0_1km,foursquare_crowd_1_2km,foursquare_crowd_2_3km,foursquare_crowd_3_5km,foursquare_crowd_5km_plus,foursquare_crowd_total,foursquare_lat_0_1km,foursquare_lat_1_2km,foursquare_lat_2_3km,foursquare_lat_3_5km,foursquare_lat_5km_plus,foursquare_lon_0_1km,foursquare_lon_1_2km,foursquare_lon_2_3km,foursquare_lon_3_5km,foursquare_lon_5km_plus
TX,Dallas / Houston,2020-01-17,3746.3,1094.2,1180.75,585.0,432.75,7039.0,32.03690098794147,30.82922525582134,29.78620008072193,29.626839978434557,29.57998274618186,-96.4885473686644,-95.82388920552495,-95.28844053483567,-95.3887735244042,-95.3987360698811
TX,Dallas / Houston,2020-01-18,847.4,593.8,367.0,977.8,0.0,2786.0,32.23690227849973,29.850241964181983,29.83503809636687,29.69443596144995,,-96.59361262599431,-95.43481776660812,-95.28525435202806,-95.38072603309593,
TX,Dallas / Houston,2020-01-20,2946.666666666667,782.3333333333334,326.33333333333337,858.3333333333334,326.33333333333337,5240.0,30.017303568388044,31.597022571330957,32.60419419857221,29.682894952322883,29.57853418448258,-95.61967598187475,-96.25087858734439,-96.78766046814482,-95.37741729879157,-95.40112368710328
TX,Dallas / Houston,2020-01-21,4342.991883116883,3137.7959956709956,874.6060606060606,495.93939393939394,1295.6666666666667,10147.0,31.45387739096015,32.53236294299172,29.77912950073581,29.661381812217435,29.59403863403137,-96.18117306481122,-96.72385222207932,-95.37017354020341,-95.38771104069781,-95.37366230921197
TX,Dallas / Houston,2020-01-22,2310.5,3828.166666666667,61.333333333333336,349.0,266.0,6815.0,31.240225002091247,31.312121338584493,29.69949137075084,29.626839978434557,29.580976493647356,-96.2116212373142,-96.13270802012221,-95.3016846555107,-95.3887735244042,-95.39402713061827
TX,Dallas / Houston,2020-01-24,420.4,573.8,50.0,390.8,50.0,1484.9999999999998,30.088416025860806,30.960030030142246,32.6035858445378,29.91629051022849,29.57856982586713,-95.51892481879605,-96.0321548771915,-96.78900617984895,-95.35136384762549,-95.39877738673334
TX,Dallas / Houston,2020-01-25,10519.583333333334,4701.333333333333,1419.1666666666667,251.0,7277.916666666667,24169.000000000004,31.312278259846124,31.89786678007582,30.24392024873006,29.626839978434553,29.58140537394498,-96.19657942184104,-96.2449627345106,-95.5072441636545,-95.3887735244042,-95.39332153374451
TX,Dallas / Houston,2020-01-26,6432.9,888.3333333333333,1621.1666666666667,1425.6,0.0,10368.0,31.297252518149108,31.9671393253688,32.25986679590004,29.823481090685252,,-96.18378228663586,-96.50747054828226,-96.59876374602645,-95.36935022851388,
TX,Dallas / Houston,2020-01-27,731.8333333333334,1031.8333333333333,0.0,0.0,91.33333333333333,1854.9999999999998,32.539747672034245,31.65591852518881,,,29.5990016,-96.63685961634128,-96.18717461488853,,,-95.3688527
TX,Dallas / Houston,2020-01-28,631.8333333333334,165.33333333333334,933.0,233.25,398.58333333333337,2362.0,29.764022222577598,29.864057844410507,32.605256662083185,29.90285406390539,29.585889708440497,-95.40660183238636,-95.4581810200646,-96.78893553016783,-95.33106466427998,-95.3904187051313
TX,Dallas / Houston,2020-01-29,2945.366666666667,2202.7666666666664,1814.6666666666667,868.0,681.2,8512.0,30.658668322847678,30.9233280210458,32.35541512649437,32.36804213080076,29.580976493647356,-95.8042356441982,-95.95916764153037,-96.50516402272326,-96.44763464724399,-95.39402713061827
TX,Dallas / Houston,2020-01-30,4374.5,1400.5,351.5,0.0,1573.5,7700.0,31.65210829125427,31.927472801748777,29.835038096366866,,29.599104745112417,-96.2861163546048,-96.4700187592386,-95.28525435202806,,-95.3674454010168
TX,Dallas / Houston,2020-01-31,16199.72380952381,1563.742857142857,314.6666666666667,157.33333333333334,588.5333333333333,18824.0,32.77485195911358,32.30991820523582,29.770430938914142,29.626225000000005,29.581188692483504,-96.77662203938394,-96.61148671010334,-95.38493284703843,-95.388248,-95.39260770476103
TX,Dallas / Houston,2020-02-01,1063.0,1617.6666666666667,855.0,617.6666666666666,242.66666666666666,4396.000000000001,30.4369754590251,32.07481258184919,29.82786442593597,29.62659836791089,29.58177026115818,-95.60567306258635,-96.4957658688015,-95.35490128352332,-95.38856705825943,-95.38871751558962
TX,Dallas / Houston,2020-02-02,4356.0,0.0,3367.5,1029.5,0.0,8753.0,31.17002718086262,,29.75062075709886,29.9335,,-96.1501960819008,,-95.2491741349248,-95.3776,
TX,Dallas / Houston,2020-02-03,4032.633333333333,687.5333333333334,839.5833333333334,0.0,760.25,6320.0,31.611227810210618,32.49143221323932,29.701567833545234,,29.579982746181855,-96.26127289016979,-96.55247484965474,-95.29467885673887,,-95.3987360698811
TX,Dallas / Houston,2020-02-04,2426.0666666666666,2573.3333333333335,633.0,759.6,0.0,6392.0,31.308477820384592,31.2611288817481,32.604077156919644,29.823481090685245,,-96.27283192249253,-96.10857854779199,-96.78569233701216,-95.36935022851388,
TX,Dallas / Houston,2020-02-06,2369.714285714286,2914.285714285714,1219.0,750.5,813.5,8067.0,31.182160543503088,31.950538773876072,29.791418990063672,29.626502785062378,29.59028531735291,-96.01273292848448,-96.4288332399642,-95.35255164603424,-95.38848537877819,-95.37890109780592
TX,Dallas / Houston,2020-02-07,2970.9523809523807,6811.880952380952,4167.5,1081.1666666666667,729.5,15760.999999999998,30.942827343229784,31.465848167448126,31.540843982824374,29.6672917410205,29.581770261158177,-95.91158028736693,-96.13337573240585,-96.10508827445406,-95.37837432542007,-95.3887175155896
TX,Dallas / Houston,2020-02-08,3016.0,5051.0,327.0,521.0,0.0,8915.0,31.513701409393835,31.173240516816602,29.83503809636687,29.626839978434553,,-96.35326060339021,-96.063642263146,-95.28525435202806,-95.3887735244042,
TX,Dallas / Houston,2020-02-09,9823.5,2946.5,4463.0,0.0,0.0,17233.0,29.858022587180745,32.22009978169067,30.958337692704095,,,-95.54001609661879,-96.62014167207327,-95.80418958473635,,
TX,Dallas / Houston,2020-02-11,3982.6833333333334,858.3333333333334,588.25,440.4,1218.3333333333333,7087.999999999999,31.615346166146693,32.16379837547237,32.60431752477939,29.823481090685245,29.599093033697464,-96.27791394412618,-96.60363680012348,-96.78702564113517,-95.36935022851388,-95.36760519009422
TX,Dallas / Houston,2020-02-13,5487.181818181818,3613.8863636363635,789.8409090909091,105.0909090909091,932.0,10928.000000000002,31.805920081994408,31.34534652148468,32.23555036745986,29.77490106944459,29.580084720554634,-96.38555409736567,-96.10918814508646,-96.58728195389664,-95.38597723102329,-95.39722970241134
TX,Dallas / Houston,2020-02-14,17906.0,2521.5,7545.5,1894.0,0.0,29867.0,30.085334275508064,29.879166452825505,31.477740993863712,32.21695453607926,,-95.6226726301885,-95.45494857059435,-96.06856396665069,-96.4110868737023,
TX,Dallas / Houston,2020-02-16,6599.104545454546,3161.840909090909,2509.2272727272725,2488.8272727272724,585.0,15343.999999999998,31.542184493364193,30.197950451226937,32.24011366610921,30.935759734699584,29.580920680883594,-96.27523722803058,-95.57956521870231,-96.49005834985682,-95.8470210245405,-95.39090161799264
TX,Dallas / Houston,2020-02-17,2970.6,1017.4,1202.0,485.0,2340.0,8015.0,31.387017835690855,31.586709645948307,31.64324230448333,29.68416254818069,29.580707944010193,-96.16277693685504,-96.17256645429993,-96.29033973265207,-95.37691073512246,-95.39516905900408
TX,Dallas / Houston,2020-02-18,139.0,281.0,972.0,0.0,0.0,1392.0,32.93407232792019,32.76610293747054,29.82041314500975,,,-96.8398136968076,-96.78460798862518,-95.33376108363832,,
