state_fk,market_fk,year,month,visitors_total,is_hot_season,visitors_lag_1,visitors_lag_12,visitors_rolling_3,visitors_rolling_12,stores_reporting_lag_1
PA,Philadelphia,2024,12,85303.0,False,67569.0,95030.0,64056.666666666664,75728.33333333333,129.0
TX,Dallas / Houston,2021,1,183871.0,False,190700.0,276741.0,183222.33333333334,184040.08333333334,337.0
TX,Dallas / Houston,2021,2,129484.0,False,183871.0,264735.0,178871.0,176300.91666666666,392.0
TX,Dallas / Houston,2021,3,198145.0,False,129484.0,175065.0,168018.33333333334,165030.0,309.0
TX,Dallas / Houston,2021,4,235672.0,False,198145.0,84347.0,170500.0,166953.33333333334,342.0
TX,Dallas / Houston,2021,5,232991.0,False,235672.0,113144.0,187767.0,179563.75,341.0
TX,Dallas / Houston,2021,6,268825.0,True,232991.0,186091.0,222269.33333333334,189551.0,344.0
TX,Dallas / Houston,2021,7,235870.0,True,268825.0,182563.0,245829.33333333334,196445.5,354.0
TX,Dallas / Houston,2021,8,218939.0,True,235870.0,173639.0,245895.33333333334,200887.75,341.0
TX,Dallas / Houston,2021,9,193370.0,False,218939.0,202489.0,241211.33333333334,204662.75,342.0
TX,Dallas / Houston,2021,10,262545.0,False,193370.0,196925.0,216059.66666666666,203902.83333333334,340.0
TX,Dallas / Houston,2021,11,232127.0,False,262545.0,162042.0,224951.33333333334,209371.16666666666,378.0
TX,Dallas / Houston,2021,12,258756.0,False,232127.0,190700.0,229347.33333333334,215211.58333333334,343.0
TX,Dallas / Houston,2022,1,198236.0,False,258756.0,183871.0,251142.66666666666,220882.91666666666,373.0
TX,Dallas / Houston,2022,2,201190.0,False,198236.0,129484.0,229706.33333333334,222080.0,393.0
TX,Dallas / Houston,2022,3,226569.0,False,201190.0,198145.0,219394.0,228055.5,350.0
TX,Dallas / Houston,2022,4,252089.0,False,226569.0,235672.0,208665.0,230424.16666666666,350.0
TX,Dallas / Houston,2022,5,232421.0,False,252089.0,232991.0,226616.0,231792.25,378.0
TX,Dallas / Houston,2022,6,274417.0,True,232421.0,268825.0,237026.33333333334,231744.75,365.0
TX,Dallas / Houston,2022,7,248567.0,True,274417.0,235870.0,252975.66666666666,232210.75,370.0
TX,Dallas / Houston,2022,8,240888.0,True,248567.0,218939.0,251801.66666666666,233268.83333333334,339.0
TX,Dallas / Houston,2022,9,221885.0,False,240888.0,193370.0,254624.0,235097.91666666666,363.0
TX,Dallas / Houston,2022,10,206547.0,False,221885.0,262545.0,237113.33333333334,237474.16666666666,355.0
TX,Dallas / Houston,2022,11,244347.0,False,206547.0,232127.0,223106.66666666666,232807.66666666666,348.0
TX,Dallas / Houston,2022,12,290875.0,False,244347.0,258756.0,224259.66666666666,233826.0,373.0
TX,Dallas / Houston,2023,1,212630.0,False,290875.0,198236.0,247256.33333333334,236502.58333333334,382.0
TX,Dallas / Houston,2023,2,205849.0,False,212630.0,201190.0,249284.0,237702.08333333334,383.0
TX,Dallas / Houston,2023,3,209969.0,False,205849.0,226569.0,236451.33333333334,238090.33333333334,348.0
TX,Dallas / Houston,2023,4,251069.0,False,209969.0,252089.0,209482.66666666666,236707.0,345.0
TX,Dallas / Houston,2023,5,225990.0,False,251069.0,232421.0,222295.66666666666,236622.0,371.0
TX,Dallas / Houston,2023,6,246632.0,True,225990.0,274417.0,229009.33333333334,236086.08333333334,348.0
TX,Dallas / Houston,2023,7,204419.0,True,246632.0,248567.0,241230.33333333334,233770.66666666666,355.0
TX,Dallas / Houston,2023,8,217786.0,True,204419.0,240888.0,225680.33333333334,230091.66666666666,369.0
TX,Dallas / Houston,2023,9,239215.0,False,217786.0,221885.0,222945.66666666666,228166.5,329.0
TX,Dallas / Houston,2023,10,240776.0,False,239215.0,206547.0,220473.33333333334,229610.66666666666,358.0
TX,Dallas / Houston,2023,11,212374.0,False,240776.0,244347.0,232592.33333333334,232463.08333333334,367.0
TX,Dallas / Houston,2023,12,252779.0,False,212374.0,290875.0,230788.33333333334,229798.66666666666,340.0
TX,Dallas / Houston,2024,1,193402.0,False,252779.0,212630.0,235309.66666666666,226624.0,359.0
TX,Dallas / Houston,2024,2,210126.0,False,193402.0,205849.0,219518.33333333334,225021.66666666666,368.0
TX,Dallas / Houston,2024,3,210784.0,False,210126.0,209969.0,218769.0,225378.08333333334,337.0
TX,Dallas / Houston,2024,4,251615.0,False,210784.0,251069.0,204770.66666666666,225446.0,334.0
TX,Dallas / Houston,2024,5,234131.0,False,251615.0,225990.0,224175.0,225491.5,363.0
TX,Dallas / Houston,2024,6,251032.0,True,234131.0,246632.0,232176.66666666666,226169.91666666666,332.0
TX,Dallas / Houston,2024,7,252003.0,True,251032.0,204419.0,245592.66666666666,226536.58333333334,346.0
TX,Dallas / Houston,2024,8,252832.0,True,252003.0,217786.0,245722.0,230501.91666666666,378.0
TX,Dallas / Houston,2024,9,210141.0,False,252832.0,239215.0,251955.66666666666,233422.41666666666,396.0
TX,Dallas / Houston,2024,10,235018.0,False,210141.0,240776.0,238325.33333333334,230999.58333333334,387.0
TX,Dallas / Houston,2024,11,206151.0,False,235018.0,212374.0,232663.66666666666,230519.75,344.0
TX,Dallas / Houston,2024,12,228004.0,False,206151.0,252779.0,217103.33333333334,230001.16666666666,366.0
WA,Seattle,2021,1,12967.0,False,8570.0,59372.0,25653.333333333332,33262.083333333336,53.0
WA,Seattle,2021,2,20739.0,False,12967.0,47718.0,14599.666666666666,29395.0,76.0
WA,Seattle,2021,3,35254.0,False,20739.0,25710.0,14092.0,27146.75,65.0
WA,Seattle,2021,4,36059.0,False,35254.0,15486.0,22986.666666666668,27942.083333333332,69.0
WA,Seattle,2021,5,39112.0,False,36059.0,35103.0,30684.0,29656.5,83.0
WA,Seattle,2021,6,40911.0,True,39112.0,42090.0,36808.333333333336,29990.583333333332,63.0
WA,Seattle,2021,7,48386.0,True,40911.0,19484.0,38694.0,29892.333333333332,70.0
WA,Seattle,2021,8,58996.0,True,48386.0,30198.0,42803.0,32300.833333333332,77.0
WA,Seattle,2021,9,33695.0,False,58996.0,47024.0,49431.0,34700.666666666664,73.0
WA,Seattle,2021,10,40254.0,False,33695.0,46128.0,47025.666666666664,33589.916666666664,60.0
WA,Seattle,2021,11,61478.0,False,40254.0,22262.0,44315.0,33100.416666666664,67.0
WA,Seattle,2021,12,38976.0,False,61478.0,8570.0,45142.333333333336,36368.416666666664,81.0
WA,Seattle,2022,1,37342.0,False,38976.0,12967.0,46902.666666666664,38902.25,78.0
WA,Seattle,2022,2,33107.0,False,37342.0,20739.0,45932.0,40933.5,61.0
WA,Seattle,2022,3,56825.0,False,33107.0,35254.0,36475.0,41964.166666666664,63.0
WA,Seattle,2022,4,37174.0,False,56825.0,36059.0,42424.666666666664,43761.75,66.0
WA,Seattle,2022,5,35864.0,False,37174.0,39112.0,42368.666666666664,43854.666666666664,80.0
WA,Seattle,2022,6,40134.0,True,35864.0,40911.0,43287.666666666664,43584.0,72.0
WA,Seattle,2022,7,47309.0,True,40134.0,48386.0,37724.0,43519.25,66.0
WA,Seattle,2022,8,38567.0,True,47309.0,58996.0,41102.333333333336,43429.5,76.0
WA,Seattle,2022,9,36195.0,False,38567.0,33695.0,42003.333333333336,41727.083333333336,70.0
WA,Seattle,2022,10,39290.0,False,36195.0,40254.0,40690.333333333336,41935.416666666664,49.0
WA,Seattle,2022,11,34488.0,False,39290.0,61478.0,38017.333333333336,41855.083333333336,62.0
WA,Seattle,2022,12,71492.0,False,34488.0,38976.0,36657.666666666664,39605.916666666664,75.0
WA,Seattle,2023,1,27186.0,False,71492.0,37342.0,48423.333333333336,42315.583333333336,62.0
WA,Seattle,2023,2,40493.0,False,27186.0,33107.0,44388.666666666664,41469.25,59.0
WA,Seattle,2023,3,35977.0,False,40493.0,56825.0,46390.333333333336,42084.75,51.0
WA,Seattle,2023,4,34476.0,False,35977.0,37174.0,34552.0,40347.416666666664,69.0
WA,Seattle,2023,5,41960.0,False,34476.0,35864.0,36982.0,40122.583333333336,70.0
WA,Seattle,2023,6,45454.0,True,41960.0,40134.0,37471.0,40630.583333333336,89.0
WA,Seattle,2023,7,43518.0,True,45454.0,47309.0,40630.0,41073.916666666664,69.0
WA,Seattle,2023,8,59199.0,True,43518.0,38567.0,43644.0,40758.0,77.0
WA,Seattle,2023,9,28242.0,False,59199.0,36195.0,49390.333333333336,42477.333333333336,81.0
WA,Seattle,2023,10,39833.0,False,28242.0,39290.0,43653.0,41814.583333333336,53.0
WA,Seattle,2023,11,46177.0,False,39833.0,34488.0,42424.666666666664,41859.833333333336,67.0
WA,Seattle,2023,12,41172.0,False,46177.0,71492.0,38084.0,42833.916666666664,67.0
WA,Seattle,2024,1,42938.0,False,41172.0,27186.0,42394.0,40307.25,71.0
WA,Seattle,2024,2,48217.0,False,42938.0,40493.0,43429.0,41619.916666666664,76.0
WA,Seattle,2024,3,29223.0,False,48217.0,35977.0,44109.0,42263.583333333336,66.0
WA,Seattle,2024,4,46812.0,False,29223.0,34476.0,40126.0,41700.75,57.0
WA,Seattle,2024,5,42034.0,False,46812.0,41960.0,41417.333333333336,42728.75,63.0
WA,Seattle,2024,6,38178.0,True,42034.0,45454.0,39356.333333333336,42734.916666666664,70.0
WA,Seattle,2024,7,46264.0,True,38178.0,43518.0,42341.333333333336,42128.583333333336,59.0
WA,Seattle,2024,8,44748.0,True,46264.0,59199.0,42158.666666666664,42357.416666666664,69.0
WA,Seattle,2024,9,45766.0,False,44748.0,28242.0,43063.333333333336,41153.166666666664,54.0
WA,Seattle,2024,10,41292.0,False,45766.0,39833.0,45592.666666666664,42613.5,73.0
WA,Seattle,2024,11,63173.0,False,41292.0,46177.0,43935.333333333336,42735.083333333336,73.0
WA,Seattle,2024,12,36976.0,False,63173.0,41172.0,50077.0,44151.416666666664,78.0
